jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,80.0,completed,27.485445,5260,3518,1
2,86.0,completed,32.754623,6410,4340,1
3,75.0,completed,37.469412,5684,5024,1
4,70.0,completed,30.068027,4401,3896,1
5,78.0,completed,33.3175,6650,4610,1
6,92.0,completed,34.30221,6919,4063,1
7,92.0,completed,34.189907,5440,4728,1
8,57.0,completed,22.4081,6188,2900,1
9,100.0,completed,30.392238,7115,3920,1
10,57.0,completed,23.906086,4166,2938,1
11,85.0,completed,34.672615,6177,4433,1
12,92.0,completed,29.629296,5451,4230,1
13,85.0,completed,22.468396,6316,3392,1
14,57.0,completed,28.106103,5127,3779,1
15,85.0,completed,32.13703,4821,4021,1
16,71.0,completed,34.23729,3745,4598,1
17,83.0,completed,37.184543,6487,4160,1
18,85.0,completed,47.539653,7354,6156,1
19,72.0,completed,39.429808,6048,5848,1
20,82.0,completed,36.296311,5340,4430,1
21,57.0,completed,34.0086,5683,3980,1
22,85.0,completed,39.072112,5515,5252,1
23,71.0,completed,36.413463,6428,5092,2
24,92.0,completed,33.10152,6242,4384,1
25,90.0,completed,28.877177,7048,4669,1
26,82.0,completed,25.554307,5621,3871,1
27,90.0,completed,38.049454,7438,5790,1
28,92.0,completed,41.974196,6117,4864,1
29,85.0,completed,31.619013,6898,5161,1
30,85.0,completed,29.316986,5510,3570,1
31,85.0,completed,52.475395,8983,6161,1
32,85.0,completed,37.894715,9851,5452,1
33,80.0,completed,37.556772,4687,4655,1
34,57.0,completed,26.451706,4497,4143,1
35,57.0,completed,12.062065,6835,2698,1
36,60.0,completed,30.010877,6025,4311,1
37,88.0,completed,44.783038,5675,6364,1
38,57.0,completed,31.264816,5014,4310,1
39,85.0,completed,21.018802,5617,2629,1
40,92.0,completed,37.489646,4953,4818,1
41,78.0,completed,40.006548,4397,4978,1
42,57.0,completed,28.132286,6030,3491,1
43,85.0,completed,37.381598,6337,5111,1
44,78.0,completed,59.93384,5207,7051,1
45,85.0,completed,23.110432,3739,3350,1
46,85.0,completed,30.813704,4640,3683,1
47,78.0,completed,36.518822,3389,4995,1
48,50.0,completed,29.026529,3274,4493,1
49,75.0,completed,34.456751,3433,5101,1
50,57.0,completed,18.287431,5249,3283,1
51,83.0,completed,30.556274,7734,5779,1
52,57.0,completed,27.353415,4669,3364,1
53,85.0,completed,39.546344,6808,4878,1
54,95.0,completed,32.415433,4976,5225,1
55,57.0,completed,40.400757,4635,5637,1
56,92.0,completed,43.542957,6302,6367,1
57,92.0,completed,35.469674,6139,5371,1
58,90.0,completed,31.007752,6309,4174,1
59,57.14,completed,25.611316,5485,3285,1
60,57.0,completed,31.794594,5164,3706,1
61,85.0,completed,33.995336,4636,4800,1
62,80.0,completed,27.265546,5050,3871,1
63,92.0,completed,45.750279,6254,6412,1
64,92.0,completed,33.508145,6265,4936,1
65,85.0,completed,41.730705,7893,5043,1
66,75.0,completed,39.228041,6051,5320,1
67,57.0,completed,25.910671,4724,3790,1
68,89.0,completed,38.564599,6351,5812,1
69,70.0,completed,54.114251,4916,7241,1
70,85.0,completed,32.342106,4159,4581,1
71,90.0,completed,30.764174,4525,3732,1
72,57.0,completed,17.268042,5214,2719,1
73,85.0,completed,28.921237,4138,4047,1
74,57.0,completed,29.112711,4829,3524,1
75,80.0,completed,28.066969,4465,4000,2
76,57.0,completed,33.565907,5044,4474,1
77,57.0,completed,17.470339,4977,2717,1
78,78.0,completed,37.115323,5854,5273,1
79,57.0,completed,36.857023,4626,4942,1
80,92.0,completed,56.980868,8287,5425,1
81,71.0,completed,30.61739,4979,4103,1
82,80.0,completed,42.694093,4430,4570,1
83,71.43,completed,32.171704,6532,4601,1
84,82.0,completed,38.370899,5878,4106,1
85,71.0,completed,31.443085,5510,4212,1
86,57.0,completed,29.650227,6114,4322,1
87,92.0,completed,25.064222,6738,3654,1
88,85.0,completed,46.069427,5394,6158,1
89,86.0,completed,37.658003,4912,5242,1
90,86.0,completed,35.365731,6336,4297,1
91,85.0,completed,29.88474,6450,3466,1
92,85.0,completed,28.527,5523,3867,1
93,57.0,completed,17.711638,4403,2567,1
94,57.0,completed,39.362011,5673,5108,1
95,88.0,completed,31.698379,6214,3510,1
96,80.0,completed,41.983951,5560,5072,1
97,57.0,completed,28.482133,5216,4865,1
98,90.0,completed,18.392983,6845,3261,1
99,92.0,completed,26.437767,5796,4070,1
100,92.0,completed,30.096262,6120,4161,1
