jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,78,completed,9.619297,5260,993,1
2,90,completed,11.361686,6410,1244,1
3,80,completed,8.90966,5684,912,1
4,80,completed,12.640065,4401,1097,1
5,82,completed,9.628987,6650,1062,1
6,85,completed,14.980487,6919,1319,1
7,85,completed,12.949791,5440,1281,1
8,75,completed,9.767715,6188,806,1
9,88,completed,19.40387,7115,1400,2
10,75,completed,10.200924,4166,1070,1
11,80,completed,11.214417,6177,997,1
12,88,completed,19.292769,5451,1465,1
13,88,completed,15.03337,6316,1109,2
14,85,completed,10.770173,5127,853,1
15,85,completed,11.504526,4821,1109,1
16,78,completed,12.07012,3745,1173,1
17,85,completed,12.936514,6487,1132,1
18,88,completed,11.274523,7354,1198,1
19,85,completed,15.719285,6048,1056,1
20,80,completed,13.951824,5340,1164,1
21,85,completed,11.533912,5683,1100,1
22,85,completed,10.405528,5515,1200,1
23,85,completed,11.197193,6428,1221,1
24,80,completed,9.78168,6242,1071,1
25,86,completed,14.311713,7048,1320,1
26,75,completed,10.439524,5621,1036,1
27,85,completed,13.954133,7438,1231,1
28,88,completed,11.54466,6117,1478,2
29,88,completed,11.200006,6898,1063,1
30,85,completed,12.303257,5510,993,1
31,85,completed,11.4045,8983,1068,1
32,78,completed,13.289634,9851,1132,1
33,75,completed,10.968704,4687,1012,1
34,78,completed,13.14498,4497,1029,1
35,78,completed,16.67331,6835,1126,1
36,86,completed,10.430108,6025,998,1
37,88,completed,18.470727,5675,1222,1
38,78,completed,14.799658,5014,1140,1
39,57,completed,10.44769,5617,1028,1
40,88,completed,19.304425,4953,1434,1
41,75,completed,14.60047,4397,1015,1
42,85,completed,11.312642,6030,996,1
43,86,completed,13.075568,6337,1510,1
44,78,completed,14.212353,5207,1288,1
45,86,completed,8.814293,3739,940,1
46,85,completed,9.862222,4640,1050,1
47,90,completed,8.845269,3389,950,1
48,85,completed,10.953565,3274,1167,1
49,85,completed,12.287358,3433,1113,1
50,85,completed,11.63846,5249,1031,1
51,88,completed,13.969524,7734,1162,1
52,85,completed,10.589272,4669,867,1
53,86,completed,16.465949,6808,1264,1
54,88,completed,16.987209,4976,1273,1
55,82,completed,9.358935,4635,852,1
56,88,completed,13.861639,6302,1129,1
57,86,completed,15.21209,6139,1303,1
58,88,completed,16.074905,6309,1279,1
59,85,completed,13.70795,5485,1017,1
60,75,completed,11.767034,5164,1073,1
61,85,completed,10.886251,4636,945,1
62,82,completed,12.727559,5050,1276,1
63,85,completed,19.136861,6254,1464,1
64,88,completed,12.496834,6265,1248,1
65,85,completed,12.805238,7893,1332,1
66,82,completed,16.228978,6051,1537,1
67,78,completed,10.522322,4724,1024,1
68,85,completed,12.838412,6351,1263,1
69,80,completed,13.323908,4916,1041,1
70,85,completed,13.259768,4159,1327,1
71,80,completed,12.222397,4525,1134,1
72,78,completed,12.875363,5214,1214,1
73,75,completed,10.898505,4138,1093,1
74,78,completed,14.236254,4829,935,1
75,75,completed,13.563138,4465,993,1
76,75,completed,10.070097,5044,1034,1
77,70,completed,10.713641,4977,1080,1
78,78,completed,14.730867,5854,1363,1
79,88,completed,16.725746,4626,1135,1
80,78,completed,12.831063,8287,1368,1
81,85,completed,18.548161,4979,967,1
82,75,completed,11.230553,4430,1094,1
83,85,completed,12.861142,6532,1018,1
84,88,completed,14.871522,5878,1202,1
85,78,completed,11.3538,5510,1020,1
86,82,completed,10.03644,6114,984,1
87,88,completed,12.253005,6738,1172,1
88,85,completed,19.214879,5394,1130,1
89,78,completed,13.240975,4912,952,1
90,88,completed,11.874223,6336,1193,1
91,85,completed,13.378616,6450,1162,1
92,80,completed,13.805351,5523,1310,1
93,78,completed,13.569944,4403,1057,1
94,78,completed,15.11975,5673,1236,1
95,90,completed,11.567342,6214,1117,1
96,85,completed,11.97598,5560,1097,1
97,82,completed,11.58532,5216,1112,1
98,78,completed,12.718633,6845,1106,1
99,88,completed,12.404085,5796,1271,1
100,85,completed,13.203549,6120,1241,1
