jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,85,completed,3.837776,5261,344,1
2,70,completed,6.40684,6411,453,2
3,85,completed,5.674282,5685,409,1
4,70,completed,4.922562,4402,561,1
5,70,completed,3.720774,6651,490,1
6,85,completed,6.053247,6920,586,1
7,85,completed,3.764442,5441,499,1
8,70,completed,4.311295,6189,509,1
9,85,completed,5.319215,7116,532,1
10,70,completed,3.388894,4167,370,1
11,85,completed,4.750781,6178,535,1
12,85,completed,5.100363,5452,498,1
13,85,completed,3.355494,6317,433,1
14,70,completed,4.133283,5128,480,1
15,85,completed,4.0279,4822,433,1
16,85,completed,3.927619,3746,392,1
17,70,completed,4.487809,6488,551,1
18,70,completed,5.656946,7355,609,1
19,70,completed,4.802868,6049,584,1
20,85,completed,4.086742,5341,506,1
21,85,completed,4.953627,5684,551,1
22,85,completed,4.45988,5516,605,1
23,85,completed,3.437641,6429,335,1
24,85,completed,4.720916,6243,590,1
25,85,completed,5.394448,7049,416,1
26,85,completed,4.24229,5622,503,1
27,85,completed,4.80387,7439,547,1
28,70,completed,4.280413,6118,540,1
29,85,completed,5.740119,6899,641,1
30,85,completed,3.995232,5511,433,1
31,85,completed,7.458861,8984,546,1
32,85,completed,5.571466,9852,591,1
33,85,completed,3.651361,4688,449,1
34,85,completed,5.069493,4498,480,1
35,70,completed,6.695309,6836,605,1
36,85,completed,2.75448,6026,301,1
37,85,completed,4.565586,5676,433,1
38,85,completed,4.893724,5015,480,1
39,85,completed,3.14153,5618,383,1
40,85,completed,5.704804,4954,576,1
41,85,completed,3.904124,4398,389,1
42,70,completed,2.702961,6031,341,1
43,85,completed,4.928475,6338,481,1
44,85,completed,4.69857,5208,559,1
45,85,completed,8.563298,3740,402,1
46,85,completed,4.976426,4641,438,1
47,70,completed,4.634779,3390,491,1
48,70,completed,3.758835,3275,357,1
49,85,completed,4.774418,3434,466,1
50,85,completed,4.353093,5250,490,1
51,85,completed,4.9984,7735,586,1
52,85,completed,3.378928,4670,330,1
53,85,completed,4.179805,6809,590,1
54,70,completed,3.648797,4977,451,1
55,70,completed,5.261366,4636,530,1
56,70,completed,5.822951,6303,562,1
57,85,completed,4.372164,6140,532,1
58,70,completed,4.65862,6310,491,1
59,85,completed,4.739367,5486,580,1
60,85,completed,4.41191,5165,473,1
61,85,completed,4.075938,4637,401,1
62,85,completed,6.096544,5051,582,1
63,85,completed,5.039942,6255,618,1
64,85,completed,4.962022,6266,567,1
65,70,completed,6.042035,7894,592,1
66,85,completed,4.311288,6052,507,1
67,70,completed,5.347961,4725,513,1
68,85,completed,4.885501,6352,597,1
69,85,completed,5.032022,4917,512,1
70,85,completed,5.403398,4160,483,1
71,85,completed,4.422807,4526,455,1
72,70,completed,4.214594,5215,544,1
73,70,completed,7.165523,4139,468,1
74,70,completed,4.085114,4830,472,1
75,85,completed,3.960477,4466,425,1
76,70,completed,3.128627,5045,340,1
77,70,completed,4.46397,4978,495,1
78,85,completed,5.138633,5855,565,1
79,85,completed,5.163061,4627,435,1
80,85,completed,4.535018,8288,507,1
81,70,completed,4.400715,4980,444,1
82,70,completed,3.26206,4431,374,1
83,85,completed,4.863691,6533,541,1
84,70,completed,3.746423,5879,473,1
85,85,completed,3.625281,5511,388,1
86,85,completed,4.902214,6115,494,1
87,70,completed,4.552448,6739,492,1
88,85,completed,3.972066,5395,347,1
89,70,completed,4.711439,4913,529,1
90,85,completed,3.012713,6337,328,1
91,85,completed,4.605727,6451,579,1
92,85,completed,4.103103,5524,384,1
93,85,completed,4.452649,4404,495,1
94,70,completed,5.055926,5674,483,1
95,70,completed,4.545523,6215,451,1
96,85,completed,4.257351,5561,511,1
97,70,completed,4.132004,5217,344,1
98,85,completed,4.121495,6846,521,1
99,85,completed,4.249559,5797,413,1
100,85,completed,5.134968,6121,487,1
