jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,57,completed,5.674843,5323,955,1
2,83,completed,8.462495,6474,1239,1
3,80,completed,6.442916,5747,1003,1
4,90,completed,2.177683,4464,447,1
5,83,completed,17.568272,6713,1257,1
6,75,completed,9.63855,6982,1850,1
7,17,completed,12.88259,5503,1881,1
8,57,completed,6.830795,6252,1017,1
9,83,completed,7.993722,7178,1020,2
10,57,completed,2.38299,4230,1572,1
11,57,completed,12.673526,6240,5224,1
12,100,completed,7.08402,5514,1512,1
13,100,completed,8.031512,6379,1800,1
14,57,completed,33.84737,5190,1007,1
15,75,completed,1.699604,4884,383,1
16,80,completed,1.720599,3808,432,1
17,90,completed,51.18884,6550,1698,1
18,71,completed,10.550901,7417,2285,1
19,71,completed,11.247803,6112,1567,1
20,71,completed,10.247223,5403,1812,1
21,71,completed,10.593069,5747,1568,1
22,75,completed,9.972351,5578,1646,1
23,71,completed,2.745445,6492,1263,1
24,71,completed,4.791177,6305,1121,1
25,88,completed,6.790845,7111,972,1
26,80,completed,1.818263,5684,345,1
27,83,completed,5.590094,7501,1235,1
28,57,completed,39.108002,6180,4792,1
29,100,completed,12.487522,6962,1726,1
30,57,completed,8.622808,5573,1191,1
31,83,completed,8.677429,9046,1345,1
32,67,completed,5.464639,9914,1178,1
33,70,completed,7.323986,4750,1141,1
34,57,completed,6.009088,4560,792,1
35,80,completed,7.026885,6898,1623,1
36,90,completed,11.589005,6088,1600,1
37,75,completed,4.711964,5738,797,1
38,57,completed,15.563023,5077,3808,1
39,57,completed,9.969712,5680,1126,1
40,75,completed,10.538867,5016,1422,1
41,80,completed,1.727959,4460,316,1
42,71,completed,6.297723,6093,1371,1
43,70,completed,8.743432,6400,461,2
44,100,completed,20.504888,5270,3484,1
45,89,completed,13.666513,3802,2181,1
46,100,completed,40.080829,4703,2096,1
47,90,completed,9.193631,3452,1101,1
48,88,completed,8.600213,3337,1809,1
49,70,completed,2.743985,3496,413,1
50,71,completed,5.036346,5312,1286,1
51,83,completed,8.176928,7797,1867,1
52,57,completed,11.750989,4732,1342,1
53,70,completed,2.318814,6871,429,1
54,17,completed,7.674121,5039,2551,1
55,57,completed,29.287115,4698,2372,1
56,70,completed,1.448422,6366,443,1
57,90,completed,13.318155,6203,1849,1
58,92,completed,2.870724,6372,470,1
59,57,completed,6.993435,5548,1066,1
60,57,completed,7.924196,5228,1095,1
61,90,completed,9.635993,4699,962,1
62,71,completed,7.254866,5113,1691,1
63,82,completed,2.666708,6317,415,1
64,75,completed,14.80788,6329,1947,1
65,83,completed,25.838572,7956,1133,1
66,70,completed,2.28707,6114,387,1
67,80,completed,2.19405,4788,431,1
68,100,completed,11.064274,6414,2631,1
69,57,completed,7.155168,4979,1390,1
70,100,completed,40.258984,4222,1430,1
71,57,completed,4.656581,4588,1324,1
72,80,completed,1.347596,5278,348,1
73,57,completed,2.44361,4202,1139,1
74,70,completed,6.036484,4892,1991,1
75,57,completed,6.6,4528,1086,1
76,57,completed,7.511561,5107,2024,1
77,70,completed,3.031826,5040,350,2
78,63,completed,16.105251,5917,2924,1
79,71,completed,4.78338,4690,616,1
80,100,completed,13.344237,8350,2581,1
81,71,completed,4.551802,5042,607,1
82,43,completed,10.260085,4493,1763,1
83,71,completed,18.352793,6595,2947,1
84,92,completed,3.026332,5941,505,1
85,29,completed,18.812277,5573,1243,1
86,57,completed,8.623926,6177,1827,1
87,90,completed,1.804995,6801,422,1
88,80,completed,9.287664,5458,1255,1
89,57,completed,8.5543,4975,1303,1
90,83,completed,6.845916,6399,1972,1
91,90,completed,3.975464,6513,825,1
92,57,completed,6.437881,5586,1470,1
93,90,completed,3.440704,4466,513,1
94,90,completed,3.387492,5736,459,1
95,90,completed,3.478974,6277,589,1
96,86,completed,30.552498,5623,7384,1
97,57,completed,8.738451,5281,878,1
98,83,completed,19.41797,6909,2822,1
99,17,completed,12.909205,5859,3304,1
100,67,completed,20.110255,6183,3962,1
