jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,85.0,completed,74.813151,5260,10614,1
2,92.0,completed,76.682678,6410,13838,1
3,90.0,completed,75.563981,5684,11446,1
4,57.0,completed,65.177591,4401,9584,1
5,92.0,completed,59.928484,6650,9071,1
6,92.0,completed,60.100903,6919,8635,1
7,85.0,completed,91.391468,5440,11860,1
8,57.14,completed,251.274405,6188,6521,1
9,83.0,completed,94.0391,7115,11812,1
10,57.0,completed,88.642627,4166,9666,1
11,57.0,completed,71.862677,6177,11720,1
12,92.0,completed,86.297393,5451,11406,1
13,92.0,completed,75.111034,6316,10912,2
14,57.0,completed,54.999514,5127,7102,1
15,100.0,completed,103.522778,4821,11215,1
16,57.0,completed,46.840237,3745,5662,1
17,92.0,completed,78.666129,6487,10501,1
18,92.0,completed,50.680971,7354,8510,1
19,71.0,completed,58.836716,6048,5831,1
20,60.0,completed,70.522004,5340,9366,1
21,57.0,completed,65.229933,5683,7531,1
22,85.0,completed,48.121186,5515,8398,1
23,71.0,completed,40.745185,6428,5007,1
24,71.0,completed,40.609889,6242,6612,1
25,80.0,completed,71.91079,7048,9014,1
26,57.0,completed,43.591344,5621,6664,1
27,100.0,completed,68.09768,7438,9299,1
28,92.0,completed,64.48078,6117,11432,1
29,90.0,completed,69.916881,6898,11097,1
30,57.0,completed,62.332775,5510,7697,1
31,70.0,completed,38.965755,8983,8810,1
32,89.0,completed,70.259174,9851,10763,1
33,43.0,completed,44.242724,4687,6363,1
34,57.0,completed,48.131572,4497,6677,1
35,57.0,completed,72.566564,6835,8366,1
36,57.0,completed,55.943586,6025,8613,1
37,75.0,completed,82.481837,5675,11925,1
38,57.0,completed,91.857759,5014,10284,1
39,71.0,completed,64.944384,5617,8778,1
40,75.0,completed,74.591099,4953,12426,1
41,70.0,completed,59.951898,4397,7181,1
42,57.0,completed,55.783322,6030,8263,1
43,88.0,completed,84.458619,6337,12973,1
44,100.0,completed,52.176267,5207,9630,1
45,90.0,completed,51.701505,3739,8101,1
46,85.0,completed,92.754423,4640,14188,1
47,80.0,completed,101.104218,3389,12401,1
48,75.0,completed,86.328889,3274,10872,1
49,90.0,completed,93.439639,3433,13875,1
50,57.0,completed,77.606708,5249,8138,1
51,88.0,completed,66.559388,7734,9202,1
52,57.0,completed,70.177176,4669,10262,1
53,95.0,completed,65.445612,6808,10562,1
54,82.0,completed,66.123603,4976,11170,1
55,72.0,completed,57.084951,4635,8470,1
56,96.0,completed,103.470123,6302,14737,1
57,92.0,completed,103.894052,6139,12311,1
58,75.0,completed,50.066113,6309,9630,1
59,85.0,completed,63.917969,5485,11193,1
60,57.0,completed,39.723821,5164,7100,1
61,85.0,completed,72.968249,4636,10433,1
62,75.0,completed,79.217263,5050,10707,1
63,88.0,completed,88.006072,6254,11333,1
64,96.0,completed,87.102458,6265,11762,1
65,86.0,completed,59.169683,7893,8264,1
66,92.0,completed,94.222746,6051,15701,1
67,57.0,completed,84.708479,4724,10626,1
68,90.0,completed,66.89789,6351,8865,1
69,85.0,completed,90.312421,4916,13637,1
70,75.0,completed,63.469475,4159,8852,1
71,57.0,completed,50.880815,4525,6773,1
72,57.0,completed,57.143298,5214,8233,1
73,57.0,completed,55.463944,4138,8270,1
74,57.0,completed,60.255232,4829,8432,1
75,57.0,completed,32.402771,4465,7755,1
76,57.0,completed,41.007264,5044,5643,1
77,57.14,completed,30.23988,4977,5032,1
78,90.0,completed,69.805667,5854,11635,1
79,83.0,completed,71.135845,4626,12266,1
80,100.0,completed,80.189186,8287,9626,1
81,71.0,completed,61.584257,4979,8422,1
82,57.0,completed,49.60803,4430,7688,1
83,70.0,completed,58.33916,6532,9479,1
84,85.0,completed,57.364786,5878,9961,1
85,60.0,completed,66.220595,5510,9209,1
86,57.0,completed,77.786948,6114,9973,1
87,92.0,completed,68.682388,6738,9421,1
88,92.0,completed,97.195792,5394,13684,1
89,57.0,completed,62.954851,4912,7405,1
90,85.0,completed,88.969083,6336,11500,1
91,75.0,completed,65.838273,6450,8387,1
92,86.0,completed,101.420144,5523,14098,1
93,57.0,completed,73.129103,4403,10471,1
94,57.0,completed,61.858341,5673,8759,1
95,92.0,completed,61.453918,6214,10146,1
96,85.0,completed,98.126772,5560,12650,1
97,57.0,completed,66.416239,5216,10868,1
98,90.0,completed,81.298429,6845,13799,1
99,92.0,completed,58.542616,5796,9415,1
100,88.0,completed,71.778641,6120,9157,1
