jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,88,completed,6.580095,5261,323,1
2,95,completed,7.927971,6411,526,1
3,95,completed,7.993679,5685,455,1
4,85,completed,15.633973,4402,452,1
5,95,completed,8.061962,6651,518,1
6,95,completed,13.635239,6920,614,1
7,92,completed,16.653483,5441,515,1
8,85,completed,15.984013,6189,471,1
9,95,completed,9.886128,7116,467,1
10,85,completed,5.907883,4167,404,1
11,88,completed,11.742884,6178,611,1
12,95,completed,11.162043,5452,544,1
13,95,completed,11.392294,6317,485,1
14,85,completed,14.120187,5128,527,1
15,95,completed,9.574858,4822,471,1
16,80,completed,13.32798,3746,461,1
17,95,completed,11.748228,6488,522,1
18,92,completed,7.149147,7355,398,1
19,92,completed,7.512777,6049,462,1
20,85,completed,6.521743,5341,492,1
21,88,completed,9.186777,5684,472,1
22,90,completed,7.799038,5516,492,1
23,88,completed,10.528859,6429,546,1
24,88,completed,8.120935,6243,569,1
25,97,completed,20.965569,7049,584,1
26,85,completed,10.030093,5622,575,1
27,95,completed,8.993088,7439,617,1
28,95,completed,11.95035,6118,542,1
29,95,completed,10.454636,6899,576,1
30,85,completed,8.368701,5511,472,1
31,95,completed,12.128478,8984,566,1
32,93,completed,11.034093,9852,560,1
33,88,completed,9.14223,4688,423,1
34,85,completed,7.410569,4498,451,1
35,92,completed,12.480469,6836,579,1
36,88,completed,7.322194,6026,530,1
37,95,completed,9.75496,5676,461,1
38,85,completed,7.418128,5015,477,1
39,88,completed,6.759502,5618,443,1
40,95,completed,7.686625,4954,471,1
41,85,completed,6.138349,4398,375,1
42,85,completed,14.195166,6031,520,1
43,95,completed,8.529046,6338,506,1
44,92,completed,10.124844,5208,531,1
45,95,completed,6.312121,3740,355,1
46,95,completed,13.228956,4641,544,1
47,95,completed,6.925666,3390,459,1
48,90,completed,7.387565,3275,499,1
49,95,completed,9.161934,3434,518,1
50,85,completed,9.385242,5250,459,1
51,97,completed,8.462746,7735,570,1
52,85,completed,6.797087,4670,373,1
53,95,completed,6.616203,6809,474,1
54,95,completed,7.327982,4977,440,1
55,85,completed,8.336041,4636,427,1
56,95,completed,8.292314,6303,565,1
57,95,completed,12.042339,6140,615,1
58,95,completed,9.881087,6310,625,1
59,90,completed,7.255803,5486,514,1
60,85,completed,8.204523,5165,480,1
61,88,completed,9.101789,4637,438,1
62,88,completed,8.229301,5051,472,1
63,95,completed,8.509639,6255,504,1
64,95,completed,8.53579,6266,575,1
65,95,completed,12.052772,7894,560,1
66,95,completed,19.002988,6052,531,1
67,85,completed,8.625898,4725,471,1
68,95,completed,7.422726,6352,492,1
69,85,completed,13.033864,4917,437,1
70,95,completed,6.728078,4160,397,1
71,85,completed,10.233646,4526,407,1
72,87,completed,7.807918,5215,451,1
73,85,completed,6.949843,4139,337,1
74,85,completed,6.994885,4830,412,1
75,85,completed,5.422541,4466,327,1
76,85,completed,8.823901,5045,484,1
77,85,completed,8.834274,4978,499,1
78,92,completed,10.342334,5855,548,1
79,85,completed,7.533377,4627,382,1
80,95,completed,10.034635,8288,557,1
81,85,completed,7.366004,4980,484,1
82,85,completed,7.885079,4431,452,1
83,92,completed,14.424825,6533,422,1
84,92,completed,11.168926,5879,563,1
85,85,completed,5.726322,5511,442,1
86,85,completed,5.286159,6115,379,1
87,96,completed,9.60627,6739,483,1
88,95,completed,6.775591,5395,462,1
89,85,completed,5.393389,4913,401,1
90,95,completed,8.850154,6337,544,1
91,95,completed,8.460279,6451,504,1
92,92,completed,15.545385,5524,549,1
93,85,completed,9.640765,4404,492,1
94,85,completed,6.689652,5674,427,1
95,95,completed,6.981656,6215,444,1
96,95,completed,8.948348,5561,472,1
97,88,completed,7.493645,5217,432,1
98,95,completed,11.522524,6846,506,1
99,95,completed,9.171497,5797,551,1
100,95,completed,34.185471,6121,592,1
