jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,57,completed,10.305178,5323,2113,1
2,80,completed,9.647847,6473,975,1
3,80,completed,3.524917,5748,844,1
4,57,completed,17.255456,4464,1104,1
5,100,completed,24.025977,6713,2405,1
6,75,completed,22.113169,6983,2672,1
7,92,completed,47.584776,5503,9335,1
8,57,completed,8.523115,6251,1190,1
9,100,completed,23.876213,7178,2251,1
10,57,completed,9.197278,4229,1333,2
11,57,completed,7.335203,6227,1968,1
12,100,completed,13.669683,5514,2040,1
13,100,completed,30.755964,6379,4284,1
14,80,completed,4.474681,5191,1678,1
15,100,completed,15.725987,4884,1496,1
16,43,completed,13.216328,3808,2615,1
17,83,completed,24.675533,6551,2392,1
18,71,completed,15.072396,7417,1256,1
19,71,completed,14.492728,6111,823,1
20,57,completed,4.926346,5404,1330,1
21,57,completed,12.4474,5746,1327,1
22,42,completed,29.97044,5578,3621,1
23,80,completed,17.308201,6493,2031,1
24,57,completed,12.958947,6305,1927,1
25,88,completed,9.777253,7111,1010,1
26,57,completed,12.879003,5684,2170,1
27,83,completed,20.187821,7502,2309,1
28,100,completed,14.434798,6180,1743,1
29,75,completed,15.280296,6961,1611,1
30,71,completed,19.141558,5573,1558,1
31,85,completed,14.919852,9046,1600,1
32,50,completed,2.788522,9915,1156,1
33,83,completed,8.686574,4750,903,1
34,71,completed,4.795709,4560,1295,1
35,57,completed,6.042153,6899,1628,2
36,57,completed,34.289587,6088,3121,1
37,80,completed,11.214757,5740,935,1
38,71,completed,11.568605,5077,1524,1
39,57,completed,7.546312,5680,2148,1
40,88,completed,13.38858,5016,1936,1
41,57,completed,17.696445,4460,1968,1
42,57,completed,15.422557,6093,1722,2
43,93,completed,9.416144,6400,2192,1
44,83,completed,6.600254,5271,913,1
45,80,completed,6.545304,3802,1511,1
46,100,completed,9.79738,4703,1559,1
47,75,completed,16.450412,3439,5182,1
48,60,completed,23.750857,3339,2781,1
49,90,completed,6.76086,3483,1945,1
50,57,completed,6.145571,5313,851,1
51,83,completed,13.569933,7797,2482,1
52,85,completed,6.853867,4732,774,1
53,95,completed,8.045211,6871,1151,1
54,75,completed,20.360773,5039,2363,1
55,80,completed,9.29829,4698,1243,1
56,83,completed,11.258024,6365,1243,1
57,100,completed,25.391961,6202,2637,1
58,29,completed,14.491469,6373,2541,1
59,71,completed,9.18124,5548,858,1
60,57,completed,16.585373,5227,2205,1
61,85,completed,10.394003,4699,2171,1
62,71,completed,31.380555,5113,3272,1
63,75,completed,6.099436,6317,1713,1
64,100,completed,48.439944,6328,8196,2
65,90,completed,19.801002,7956,2069,1
66,75,completed,7.866426,6114,1351,1
67,57,completed,24.229941,4788,3524,1
68,86,completed,18.247909,6414,2123,1
69,71,completed,13.749585,4979,1532,1
70,75,completed,1.87031,4223,982,1
71,70,completed,5.090715,4588,775,2
72,57,completed,2.790849,5278,880,1
73,80,completed,12.151472,4201,1026,1
74,80,completed,10.05288,4892,974,1
75,70,completed,4.577969,4528,590,1
76,71,completed,4.589073,5107,1395,1
77,71,completed,9.408508,5040,1809,1
78,66,completed,36.043888,5917,4676,1
79,57,completed,3.609094,4689,740,1
80,67,completed,14.425924,8350,1497,1
81,80,completed,7.978265,5042,702,1
82,43,completed,27.839434,4493,3405,1
83,71,completed,22.065114,6595,3449,2
84,71,completed,12.517737,5941,1591,1
85,29,completed,16.188643,5573,1983,1
86,57,completed,6.555073,6177,1762,1
87,100,completed,18.553571,6801,1704,1
88,80,completed,4.497602,5458,1408,1
89,71,completed,11.15438,4975,1054,1
90,75,completed,6.823242,6399,1381,1
91,91,completed,15.260714,6513,2759,2
92,50,completed,12.681672,5587,2257,1
93,57,completed,6.342344,4467,966,1
94,71,completed,27.429217,5737,4222,1
95,90,completed,9.840628,6277,959,1
96,80,completed,12.558796,5623,1393,1
97,57,completed,15.034923,5279,1618,1
98,83,completed,7.375275,6909,1152,1
99,18,completed,10.314099,5859,3106,1
100,33,completed,10.934885,6183,2996,1
