jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,82,completed,62.05628,5260,3617,1
2,86,completed,64.99286,6410,3801,1
3,90,completed,79.408943,5684,4879,1
4,70,completed,70.751754,4401,3937,1
5,85,completed,96.644939,6650,4571,1
6,85,completed,58.090644,6919,4027,1
7,92,completed,56.931851,5440,4203,1
8,85,completed,76.376175,6188,4426,1
9,88,completed,65.618101,7115,3894,1
10,78,completed,54.281155,4166,3975,1
11,88,completed,58.705798,6177,3147,1
12,90,completed,51.238245,5451,3881,1
13,90,completed,79.144505,6316,3765,1
14,88,completed,49.666266,5127,3033,1
15,84,completed,66.651338,4821,4787,1
16,65,completed,44.44315,3745,2984,1
17,82,completed,64.936961,6487,4945,1
18,88,completed,73.18294,7354,4164,1
19,86,completed,65.067037,6048,2999,1
20,82,completed,50.477212,5340,3036,1
21,85,completed,38.00221,5683,3283,1
22,92,completed,102.095392,5515,3706,1
23,78,completed,87.462518,6428,4286,1
24,72,completed,59.084936,6242,3802,1
25,92,completed,71.447356,7048,4374,1
26,85,completed,61.487066,5621,4006,1
27,90,completed,50.315874,7438,4141,1
28,92,completed,87.104762,6117,4184,1
29,88,completed,68.924481,6898,3959,1
30,76,completed,63.744476,5510,4304,1
31,88,completed,55.86743,8983,4577,1
32,85,completed,60.326689,9851,4434,1
33,85,completed,55.946897,4687,4232,1
34,85,completed,68.577661,4497,3485,1
35,80,completed,56.888376,6835,3849,1
36,88,completed,83.671516,6025,3898,1
37,88,completed,69.605233,5675,4550,1
38,78,completed,60.526638,5014,3724,1
39,86,completed,78.769568,5617,3738,1
40,88,completed,72.193156,4953,4180,1
41,78,completed,61.385191,4397,3796,1
42,86,completed,69.236358,6030,4236,1
43,90,completed,70.841789,6337,3353,1
44,88,completed,77.799782,5207,4369,1
45,92,completed,73.146843,3739,3898,1
46,88,completed,49.584239,4640,3597,1
47,85,completed,45.136338,3389,2681,1
48,85,completed,53.057969,3274,3341,1
49,88,completed,51.952505,3433,3652,1
50,84,completed,58.832845,5249,3617,1
51,90,completed,94.402575,7734,4513,1
52,85,completed,50.96701,4669,2909,1
53,88,completed,71.583029,6808,3933,1
54,88,completed,77.126852,4976,5295,1
55,85,completed,85.60395,4635,4425,1
56,88,completed,95.851896,6302,4516,1
57,82,completed,73.056068,6139,4703,1
58,90,completed,85.170453,6309,4249,1
59,90,completed,63.864507,5485,3816,1
60,86,completed,71.913531,5164,4188,1
61,82,completed,95.939257,4636,4254,1
62,82,completed,65.653878,5050,4567,1
63,92,completed,72.808374,6254,4188,1
64,90,completed,79.117179,6265,4710,1
65,88,completed,66.006613,7893,4443,1
66,90,completed,75.587645,6051,3590,1
67,85,completed,69.256234,4724,3861,1
68,88,completed,71.938094,6351,3773,1
69,84,completed,57.102834,4916,4053,1
70,90,completed,80.353559,4159,3683,1
71,85,completed,30.682435,4525,2244,1
72,82,completed,65.926426,5214,3751,1
73,85,completed,42.330188,4138,2805,1
74,86,completed,72.421408,4829,3989,1
75,85,completed,124.708935,4465,4005,1
76,82,completed,55.790766,5044,3556,1
77,84,completed,90.907061,4977,5056,1
78,82,completed,72.854487,5854,3419,1
79,85,completed,53.106993,4626,3604,1
80,92,completed,69.500361,8287,4360,1
81,86,completed,60.342255,4979,3179,1
82,80,completed,64.112964,4430,4523,1
83,80,completed,81.609584,6532,4328,1
84,78,completed,83.49557,5878,4623,1
85,87,completed,65.602159,5510,3505,1
86,85,completed,81.522818,6114,4219,1
87,92,completed,62.299356,6738,3293,1
88,90,completed,80.856703,5394,4581,1
89,85,completed,78.369141,4912,4136,1
90,88,completed,54.1746,6336,3839,1
91,88,completed,49.683625,6450,3010,1
92,88,completed,48.156698,5523,3793,1
93,76,completed,56.533476,4403,3502,1
94,78,completed,52.194168,5673,3904,1
95,92,completed,74.206876,6214,4813,1
96,91,completed,71.886547,5560,3993,1
97,85,completed,81.157924,5216,3950,1
98,84,completed,81.608279,6845,4111,1
99,90,completed,76.159769,5796,4042,1
100,80,completed,51.01387,6120,3869,1
