jira_id,coverage_percentage,status,eval_time,prompt_tokens,completion_tokens,total_attempts
1,57.0,completed,4.781162,5323,761,1
2,90.0,completed,6.953134,6473,825,1
3,67.0,completed,7.859083,5747,1600,1
4,57.0,completed,13.393565,4464,2493,1
5,83.0,completed,14.733717,6713,1618,1
6,100.0,completed,12.683871,6982,2121,1
7,75.0,completed,21.7293,5505,2802,1
8,71.0,completed,8.96667,6251,1531,1
9,100.0,completed,12.423253,7178,1900,1
10,71.0,completed,11.397232,4229,1414,1
11,57.0,completed,8.394705,6240,1286,1
12,100.0,completed,58.401203,5514,2520,1
13,83.0,completed,8.030879,6379,2774,2
14,71.0,completed,4.767339,5190,1475,1
15,83.33,completed,20.627612,4871,6722,1
16,57.0,completed,8.39923,3808,1442,1
17,86.0,completed,19.292235,6550,3099,1
18,71.0,completed,3.304741,7417,648,1
19,71.0,completed,17.739368,6111,3307,1
20,57.0,completed,10.214683,5405,1020,1
21,80.0,completed,6.722072,5746,935,1
22,13.0,completed,61.438287,5578,6462,1
23,57.0,completed,6.335274,6491,942,1
24,57.0,completed,6.496295,6305,1526,2
25,100.0,completed,30.972926,7111,5048,1
26,71.0,completed,8.448227,5684,1097,1
27,83.0,completed,6.832446,7488,1728,1
28,100.0,completed,10.745898,6180,1486,1
29,75.0,completed,8.037951,6961,780,1
30,57.0,completed,11.859865,5573,1975,1
31,80.0,completed,4.917604,9046,1284,1
32,67.0,completed,89.319466,9914,15695,1
33,71.0,completed,94.968753,4750,2659,2
34,57.0,completed,9.699364,4560,1127,1
35,71.0,completed,7.90873,6898,1034,1
36,57.0,completed,8.664594,6089,3448,1
37,92.0,completed,12.583398,5738,3897,1
38,57.0,completed,12.143162,5077,1362,1
39,57.0,completed,8.876195,5680,1479,1
40,88.0,completed,14.008976,5016,2600,1
41,57.0,completed,13.118364,4460,2131,1
42,57.0,completed,23.322296,6093,4180,1
43,50.0,completed,61.83744,6400,6956,1
44,83.0,completed,3.917334,5270,1088,1
45,75.0,completed,25.289595,3803,3887,1
46,71.0,completed,13.085588,4703,1137,1
47,93.0,completed,2.433512,3453,1196,1
48,50.0,completed,5.330028,3337,707,2
49,75.0,completed,5.413042,3496,1601,1
50,71.0,completed,20.600738,5312,2060,1
51,90.0,completed,9.427539,7797,794,1
52,60.0,completed,33.768238,4732,4627,1
53,100.0,completed,11.544481,6871,1511,1
54,80.0,completed,19.876907,5039,4066,2
55,57.0,completed,35.369992,4698,8026,1
56,100.0,completed,5.958634,6352,1662,1
57,100.0,completed,1.943265,6203,1064,2
58,67.0,completed,25.18561,6372,4674,1
59,57.0,completed,6.065374,5548,1324,1
60,71.0,completed,27.007597,5227,2471,2
61,71.0,completed,17.73987,4699,3033,1
62,71.0,completed,9.344315,5113,1688,3
63,100.0,completed,23.772848,6317,3176,1
64,100.0,completed,14.747815,6329,2216,1
65,80.0,completed,6.738921,7957,1138,1
66,100.0,completed,8.322125,6114,1512,1
67,71.0,completed,10.324184,4787,1012,1
68,83.0,completed,11.542246,6414,1454,1
69,57.0,completed,15.32376,4979,2216,1
70,100.0,completed,15.685712,4222,1306,1
71,71.0,completed,13.12729,4588,2305,1
72,57.0,completed,8.203197,5278,1144,2
73,71.0,completed,5.399618,4202,837,1
74,71.0,completed,9.135852,4893,1216,1
75,57.0,completed,9.871738,4528,1107,1
76,57.0,completed,11.513221,5107,876,1
77,57.0,completed,10.231265,5040,2082,2
78,88.0,completed,68.199456,5917,8280,1
79,67.0,completed,11.919703,4689,2232,1
80,100.0,completed,17.287716,8350,2215,1
81,86.0,completed,1.840592,5043,1066,1
82,43.0,completed,8.864304,4480,2699,1
83,71.0,completed,13.154635,6595,2910,1
84,71.0,completed,17.183333,5941,3415,1
85,33.0,completed,12.427616,5573,1304,1
86,71.0,completed,29.981673,6177,1757,1
87,75.0,completed,26.06815,6801,1595,1
88,80.0,completed,20.224696,5457,1942,1
89,57.0,completed,40.790613,4975,6496,1
90,90.0,completed,14.013261,6399,2570,1
91,70.0,completed,16.26747,6513,1767,2
92,75.0,completed,21.988447,5586,2579,2
93,57.0,completed,9.352878,4466,1538,1
94,57.0,completed,8.482822,5737,3471,1
95,90.0,completed,5.756437,6278,1116,2
96,100.0,completed,37.060842,5623,6589,1
97,71.0,completed,7.734177,5279,1228,1
98,85.0,completed,10.75606,6908,1770,1
99,73.0,completed,23.368622,5859,2756,1
100,29.0,completed,13.113256,6183,2451,1
